scenario,s,S,average_daily_cost,average_fixed_order_cost,average_unit_order_cost,average_holding_cost,average_shortage_cost,stockout_rate,fill_rate,average_ending_inventory,average_order_quantity,order_frequency
volatile,5,8,29.6419753086,18.9629629630,6.0000000000,4.6790123457,0.0000000000,0.0000000000,1.0000000000,4.6790123457,3.0000000000,0.6320987654
volatile,8,12,29.6847414880,15.4955863808,6.0000000000,8.1891551072,0.0000000000,0.0000000000,1.0000000000,8.1891551072,3.0000000000,0.5165195460
volatile,1,4,30.1962962963,18.9629629630,4.6987654321,1.3296296296,5.2049382716,0.3432098765,0.7831275720,1.3296296296,2.3493827160,0.6320987654
volatile,4,6,30.3777777778,21.3333333333,5.9555555556,2.9111111111,0.1777777778,0.0222222222,0.9925925926,2.9111111111,2.9777777778,0.7111111111
volatile,6,9,30.6419753086,18.9629629630,6.0000000000,5.6790123457,0.0000000000,0.0000000000,1.0000000000,5.6790123457,3.0000000000,0.6320987654
volatile,3,5,30.8555555556,21.3333333333,5.5333333333,2.1222222222,1.8666666667,0.2111111111,0.9222222222,2.1222222222,2.7666666667,0.7111111111
volatile,5,7,31.2222222222,21.3333333333,6.0000000000,3.8888888889,0.0000000000,0.0000000000,1.0000000000,3.8888888889,3.0000000000,0.7111111111
volatile,7,10,31.6419753086,18.9629629630,6.0000000000,6.6790123457,0.0000000000,0.0000000000,1.0000000000,6.6790123457,3.0000000000,0.6320987654
volatile,2,4,32.0333333333,21.3333333333,4.9111111111,1.4333333333,4.3555555556,0.3111111111,0.8185185185,1.4333333333,2.4555555556,0.7111111111
volatile,6,8,32.2222222222,21.3333333333,6.0000000000,4.8888888889,0.0000000000,0.0000000000,1.0000000000,4.8888888889,3.0000000000,0.7111111111
volatile,0,3,32.3679012346,18.9629629630,3.7925925926,0.7827160494,8.8296296296,0.4530864198,0.6320987654,0.7827160494,1.8962962963,0.6320987654
volatile,8,11,32.6419753086,18.9629629630,6.0000000000,7.6790123457,0.0000000000,0.0000000000,1.0000000000,7.6790123457,3.0000000000,0.6320987654
volatile,5,6,33.0000000000,24.0000000000,6.0000000000,3.0000000000,0.0000000000,0.0000000000,1.0000000000,3.0000000000,3.0000000000,0.8000000000
volatile,7,9,33.2222222222,21.3333333333,6.0000000000,5.8888888889,0.0000000000,0.0000000000,1.0000000000,5.8888888889,3.0000000000,0.7111111111
volatile,4,5,33.4000000000,24.0000000000,5.6000000000,2.2000000000,1.6000000000,0.2000000000,0.9333333333,2.2000000000,2.8000000000,0.8000000000
volatile,1,3,33.9888888889,21.3333333333,4.0666666667,0.8555555556,7.7333333333,0.4222222222,0.6777777778,0.8555555556,2.0333333333,0.7111111111
volatile,6,7,34.0000000000,24.0000000000,6.0000000000,4.0000000000,0.0000000000,0.0000000000,1.0000000000,4.0000000000,3.0000000000,0.8000000000
volatile,8,10,34.2222222222,21.3333333333,6.0000000000,6.8888888889,0.0000000000,0.0000000000,1.0000000000,6.8888888889,3.0000000000,0.7111111111
volatile,3,4,34.5000000000,24.0000000000,5.0000000000,1.5000000000,4.0000000000,0.3000000000,0.8333333333,1.5000000000,2.5000000000,0.8000000000
volatile,7,8,35.0000000000,24.0000000000,6.0000000000,5.0000000000,0.0000000000,0.0000000000,1.0000000000,5.0000000000,3.0000000000,0.8000000000
volatile,8,9,36.0000000000,24.0000000000,6.0000000000,6.0000000000,0.0000000000,0.0000000000,1.0000000000,6.0000000000,3.0000000000,0.8000000000
volatile,2,3,36.3000000000,24.0000000000,4.2000000000,0.9000000000,7.2000000000,0.4000000000,0.7000000000,0.9000000000,2.1000000000,0.8000000000
volatile,0,2,37.2666666667,21.3333333333,2.8444444444,0.4666666667,12.6222222222,0.6111111111,0.4740740741,0.4666666667,1.4222222222,0.7111111111
volatile,1,2,39.5000000000,24.0000000000,3.0000000000,0.5000000000,12.0000000000,0.6000000000,0.5000000000,0.5000000000,1.5000000000,0.8000000000
volatile,0,1,43.4000000000,24.0000000000,1.6000000000,0.2000000000,17.6000000000,0.7000000000,0.2666666667,0.2000000000,0.8000000000,0.8000000000
