scenario,s,S,average_daily_cost,average_fixed_order_cost,average_unit_order_cost,average_holding_cost,average_shortage_cost,stockout_rate,fill_rate,average_ending_inventory,average_order_quantity,order_frequency
baseline_mixed,1,3,37.0138095238,25.7857142857,4.7761904762,0.5166666667,5.9352380952,0.4238095238,0.7629697246,0.5166666667,2.3880952381,0.8595238095
baseline_mixed,4,5,37.1900000000,28.5000000000,6.1000000000,1.9500000000,0.6400000000,0.0800000000,0.9744408946,1.9500000000,3.0500000000,0.9500000000
baseline_mixed,3,4,37.5900000000,28.5000000000,5.7000000000,1.1500000000,2.2400000000,0.2000000000,0.9105431310,1.1500000000,2.8500000000,0.9500000000
baseline_mixed,5,6,37.6300000000,28.5000000000,6.2600000000,2.8700000000,0.0000000000,0.0000000000,1.0000000000,2.8700000000,3.1300000000,0.9500000000
baseline_mixed,7,9,37.8204761905,25.7857142857,6.2600000000,5.7747619048,0.0000000000,0.0000000000,1.0000000000,5.7747619048,3.1300000000,0.8595238095
baseline_mixed,6,7,38.6300000000,28.5000000000,6.2600000000,3.8700000000,0.0000000000,0.0000000000,1.0000000000,3.8700000000,3.1300000000,0.9500000000
baseline_mixed,8,10,38.8204761905,25.7857142857,6.2600000000,6.7747619048,0.0000000000,0.0000000000,1.0000000000,6.7747619048,3.1300000000,0.8595238095
baseline_mixed,2,3,39.3900000000,28.5000000000,4.9000000000,0.5500000000,5.4400000000,0.4000000000,0.7827476038,0.5500000000,2.4500000000,0.9500000000
baseline_mixed,7,8,39.6300000000,28.5000000000,6.2600000000,4.8700000000,0.0000000000,0.0000000000,1.0000000000,4.8700000000,3.1300000000,0.9500000000
baseline_mixed,8,9,40.6300000000,28.5000000000,6.2600000000,5.8700000000,0.0000000000,0.0000000000,1.0000000000,5.8700000000,3.1300000000,0.9500000000
baseline_mixed,0,2,40.6971428571,25.7857142857,3.4380952381,0.1857142857,11.2876190476,0.6690476190,0.5492164917,0.1857142857,1.7190476190,0.8595238095
baseline_mixed,1,2,42.9400000000,28.5000000000,3.6000000000,0.2000000000,10.6400000000,0.6500000000,0.5750798722,0.2000000000,1.8000000000,0.9500000000
baseline_mixed,0,1,47.8900000000,28.5000000000,1.9000000000,0.0500000000,17.4400000000,0.8500000000,0.3035143770,0.0500000000,0.9500000000,0.9500000000
promotion_peak,2,18,25.7208934845,7.8931878826,9.1480325349,6.9518032065,1.7278698606,0.1058485723,0.9549094504,6.9518032065,4.5740162674,0.2631062628
promotion_peak,2,19,25.7397719995,7.4819478238,9.1690554588,7.4449905519,1.6437781650,0.1003825230,0.9571039101,7.4449905519,4.5845277294,0.2493982608
promotion_peak,2,17,25.7610215946,8.3452866210,9.1195481508,6.4543794260,1.8418073968,0.1129888063,0.9519361327,6.4543794260,4.5597740754,0.2781762207
promotion_peak,1,18,25.7703425316,7.4819478238,8.8746067353,6.5922149136,2.8215730589,0.1472243617,0.9263681352,6.5922149136,4.4373033676,0.2493982608
promotion_peak,1,19,25.7860798839,7.1094873359,8.9067554517,7.0768589030,2.6929781933,0.1401884563,0.9297239511,7.0768589030,4.4533777258,0.2369829112
promotion_peak,2,20,25.8047606901,7.1094873359,9.1871323642,7.9366704467,1.5714705432,0.0958399549,0.9589908522,7.9366704467,4.5935661821,0.2369829112
promotion_peak,1,17,25.8102647194,7.8931878826,8.8367836106,6.1074276686,2.9728655576,0.1556244621,0.9224200011,6.1074276686,4.4183918053,0.2631062628
promotion_peak,1,20,25.8458020728,6.7722590250,8.9363448415,7.5625775723,2.5746206340,0.1339841305,0.9328126139,7.5625775723,4.4681724208,0.2257419675
promotion_peak,2,16,25.8753852954,8.8491918818,9.0833916749,5.9563684382,1.9864333005,0.1213178498,0.9481619702,5.9563684382,4.5416958374,0.2949730627
promotion_peak,2,21,25.9079131591,6.7722590250,9.2043131026,8.4285934418,1.5027475897,0.0916816163,0.9607842487,8.4285934418,4.6021565513,0.2257419675
promotion_peak,1,16,25.9206335549,8.3452866210,8.7882304479,5.6200382775,3.1670782085,0.1656588515,0.9173518213,5.6200382775,4.3941152239,0.2781762207
promotion_peak,1,21,25.9422195035,6.4673968519,8.9655324515,8.0514200060,2.4578701940,0.1280691346,0.9358593373,8.0514200060,4.4827662257,0.2155798951
promotion_peak,3,18,25.9700999502,8.3452866210,9.3455257635,7.3413906196,0.9378969461,0.0672351484,0.9755246100,7.3413906196,4.6727628817,0.2781762207
promotion_peak,3,19,25.9799534784,7.8931878826,9.3597296795,7.8459546342,0.8810812822,0.0630278210,0.9770072734,7.8459546342,4.6798648397,0.2631062628
promotion_peak,3,17,26.0261603469,8.8491918818,9.3260273745,6.8350505884,1.0158905021,0.0727133233,0.9734892875,6.8350505884,4.6630136872,0.2949730627
promotion_peak,3,20,26.0370943384,7.4819478238,9.3698205048,8.3446080289,0.8407179809,0.0599973446,0.9780605955,8.3446080289,4.6849102524,0.2493982608
promotion_peak,2,22,26.0457355614,6.4673968519,9.2216707207,8.9233508714,1.4333171174,0.0875549535,0.9625961086,8.9233508714,4.6108353603,0.2155798951
promotion_peak,1,22,26.0725378178,6.1897247338,8.9931893680,8.5423811880,2.3472425280,0.1224365824,0.9387462806,8.5423811880,4.4965946840,0.2063241578
promotion_peak,2,15,26.0769784744,9.4304811097,9.0468864950,5.4671568497,2.1324540201,0.1293773774,0.9443514087,5.4671568497,4.5234432475,0.3143493703
promotion_peak,0,19,26.0993273405,6.7722590250,8.5781947650,6.7416526105,4.0072209399,0.1790750382,0.8954274285,6.7416526105,4.2890973825,0.2257419675
promotion_peak,0,18,26.0998771540,7.1094873359,8.5313848031,6.2645442273,4.1944607877,0.1876853243,0.8905412112,6.2645442273,4.2656924015,0.2369829112
promotion_peak,1,15,26.1135319673,8.8491918818,8.7296354829,5.1332465342,3.4014580684,0.1768780960,0.9112354366,5.1332465342,4.3648177415,0.2949730627
promotion_peak,3,21,26.1338810058,7.1094873359,9.3788122740,8.8408304919,0.8047509041,0.0574064291,0.9789991935,8.8408304919,4.6894061370,0.2369829112
promotion_peak,0,20,26.1403977748,6.4673968519,8.6231958025,7.2225883305,3.8272167898,0.1711683245,0.9001248228,7.2225883305,4.3115979013,0.2155798951
promotion_peak,0,17,26.1530730705,7.4819478238,8.4795408670,5.7897478478,4.4018365319,0.1975329341,0.8851295268,5.7897478478,4.2397704335,0.2493982608
promotion_peak,3,16,26.1713368325,9.4304811097,9.3056412498,6.3377794723,1.0974350008,0.0780500753,0.9713612996,6.3377794723,4.6528206249,0.3143493703
promotion_peak,2,23,26.2154817407,6.1897247338,9.2380625329,9.4199446056,1.3677498685,0.0836049061,0.9643071537,9.4199446056,4.6190312664,0.2063241578
promotion_peak,0,21,26.2190494102,6.1897247338,8.6656146273,7.7061685583,3.6575414908,0.1637873703,0.9045526751,7.7061685583,4.3328073136,0.2063241578
promotion_peak,1,23,26.2342062519,5.9347304241,9.0181536307,9.0339367200,2.2473854771,0.1172374362,0.9413521535,9.0339367200,4.5090768154,0.1978243475
promotion_peak,3,22,26.2661418449,6.7722590250,9.3876763352,9.3369118255,0.7692946592,0.0549142626,0.9799244609,9.3369118255,4.6938381676,0.2257419675
promotion_peak,0,16,26.2711059282,7.8931878826,8.4194004081,5.3161192699,4.6423983676,0.2086916013,0.8788518171,5.3161192699,4.2097002040,0.2631062628
promotion_peak,0,22,26.3327944492,5.9347304241,8.7042712886,8.1908778910,3.5029148454,0.1569411710,0.9085878172,8.1908778910,4.3521356443,0.1978243475
promotion_peak,2,14,26.3696730403,10.1173936676,9.0192895152,4.9901479182,2.2428419393,0.1356914420,0.9414707218,4.9901479182,4.5096447576,0.3372464556
promotion_peak,1,14,26.3900635052,9.4304811097,8.6717193433,4.6547404255,3.6331226267,0.1875835758,0.9051899106,4.6547404255,4.3358596717,0.3143493703
promotion_peak,2,24,26.4135441984,5.9347304241,9.2526285031,9.9166992838,1.3094859874,0.0800269548,0.9658276099,9.9166992838,4.6263142516,0.1978243475
promotion_peak,3,15,26.4198329467,10.1173936676,9.2906723991,5.8544564763,1.1573104037,0.0819862799,0.9697987890,5.8544564763,4.6453361995,0.3372464556
promotion_peak,1,24,26.4237148250,5.6993685164,9.0403518258,9.5254017859,2.1585926968,0.1125457731,0.9436692929,9.5254017859,4.5201759129,0.1899789505
promotion_peak,3,23,26.4328508866,6.4673968519,9.3967806277,9.8357959179,0.7328774890,0.0523645022,0.9808748046,9.8357959179,4.6983903139,0.2155798951
promotion_peak,0,15,26.4709369489,8.3452866210,8.3452866210,4.8415101909,4.9388535160,0.2214719134,0.8711155137,4.8415101909,4.1726433105,0.2781762207
promotion_peak,0,23,26.4783351770,5.6993685164,8.7390317252,8.6760618362,3.3638730992,0.1506600503,0.9122162552,8.6760618362,4.3695158626,0.1899789505
promotion_peak,4,19,26.4994539117,8.3452866210,9.4799960602,8.2741554713,0.4000157592,0.0334171652,0.9895611754,8.2741554713,4.7399980301,0.2781762207
promotion_peak,4,18,26.5171670836,8.8491918818,9.4714540211,7.7623372651,0.4341839155,0.0362733710,0.9886695220,7.7623372651,4.7357270106,0.2949730627
promotion_peak,4,20,26.5387587312,7.8931878826,9.4857853215,8.7829268132,0.3768587139,0.0314157602,0.9901654824,8.7829268132,4.7428926608,0.2631062628
promotion_peak,4,21,26.6171129265,7.4819478238,9.4898151939,9.2846106843,0.3607392244,0.0300281602,0.9905861372,9.2846106843,4.7449075969,0.2493982608
promotion_peak,4,17,26.6249863052,9.4304811097,9.4617414005,7.2597293969,0.4730343981,0.0393904748,0.9876556785,7.2597293969,4.7308707002,0.3143493703
promotion_peak,3,24,26.6302473980,6.1897247338,9.4052723451,10.3363396995,0.6989106197,0.0499515966,0.9817612051,10.3363396995,4.7026361725,0.2063241578
promotion_peak,0,24,26.6516206485,5.4816586287,8.7706538060,9.1619234377,3.2373847761,0.1449176339,0.9155170987,9.1619234377,4.3853269030,0.1827219543
promotion_peak,4,22,26.7320360021,7.1094873359,9.4936251322,9.7834240628,0.3454994713,0.0287673336,0.9909838343,9.7834240628,4.7468125661,0.2369829112
promotion_peak,1,13,26.7525373763,10.1173936676,8.6241854192,4.1876999662,3.8232583233,0.1975520480,0.9002281231,4.1876999662,4.3120927096,0.3372464556
promotion_peak,2,13,26.7591067461,10.9226640021,9.0001959311,4.5170305375,2.3192162754,0.1416423428,0.9394776546,4.5170305375,4.5000979656,0.3640888001
promotion_peak,0,14,26.7598960102,8.8491918818,8.2592457564,4.3684413975,5.2830169745,0.2351948633,0.8621342126,4.3684413975,4.1296228782,0.2949730627
promotion_peak,3,14,26.7676103465,10.9226640021,9.2834806168,5.3753881947,1.1860775330,0.0844092061,0.9690480811,5.3753881947,4.6417403084,0.3640888001
promotion_peak,4,16,26.8459289874,10.1173936676,9.4546449589,6.7724701964,0.5014201646,0.0414882390,0.9869149226,6.7724701964,4.7273224794,0.3372464556
promotion_peak,4,23,26.8817420064,6.7722590250,9.4975048605,10.2819975628,0.3299805581,0.0274926553,0.9913888163,10.2819975628,4.7487524302,0.2257419675
promotion_peak,4,24,27.0662993712,6.4673968519,9.5015096321,10.7834314157,0.3139614714,0.0261735339,0.9918068510,10.7834314157,4.7507548161,0.2155798951
promotion_peak,0,13,27.1352885075,9.4304811097,8.1730836284,3.9040582830,5.6276654865,0.2493178575,0.8531402535,3.9040582830,4.0865418142,0.3143493703
promotion_peak,4,15,27.1767459036,10.9226640021,9.4522990290,6.2909789885,0.5108038840,0.0423480402,0.9866700448,6.2909789885,4.7261495145,0.3640888001
promotion_peak,3,13,27.2033640664,11.8230865894,9.2722514442,4.8770318095,1.2309942233,0.0890185824,0.9678759336,4.8770318095,4.6361257221,0.3941028863
promotion_peak,1,12,27.2279104743,10.9226640021,8.5805377231,3.7268596415,3.9978491076,0.2098291040,0.8956719961,3.7268596415,4.2902688615,0.3640888001
promotion_peak,5,19,27.2632534865,8.8491918818,9.5440007631,8.7260638941,0.1439969474,0.0143012542,0.9962422509,8.7260638941,4.7720003816,0.2949730627
promotion_peak,5,20,27.2655337554,8.3452866210,9.5468303906,9.2407383061,0.1326784377,0.0131681859,0.9965376191,9.2407383061,4.7734151953,0.2781762207
promotion_peak,2,12,27.2739024771,11.8230865894,8.9663833268,4.0299658682,2.4544666926,0.1529340587,0.9359481552,4.0299658682,4.4831916634,0.3941028863
promotion_peak,5,21,27.3188484095,7.8931878826,9.5486168420,9.7515110529,0.1255326319,0.0124411305,0.9967240962,9.7515110529,4.7743084210,0.2631062628
promotion_peak,5,18,27.3492529815,9.4304811097,9.5405223501,8.2203389221,0.1579105996,0.0156651717,0.9958791597,8.2203389221,4.7702611751,0.3143493703
promotion_peak,5,22,27.4069158054,7.4819478238,9.5498715142,10.2545825242,0.1205139432,0.0119382051,0.9968550641,10.2545825242,4.7749357571,0.2493982608
promotion_peak,5,23,27.5306646670,7.1094873359,9.5511597994,10.7546567292,0.1153608026,0.0114332271,0.9969895406,10.7546567292,4.7755798997,0.2369829112
promotion_peak,5,17,27.5555113143,10.1173936676,9.5376214369,7.7309819574,0.1695142524,0.0167657984,0.9955763504,7.7309819574,4.7688107184,0.3372464556
promotion_peak,4,14,27.5802339895,11.8230865894,9.4502886090,5.7880132271,0.5188455640,0.0435545992,0.9864601888,5.7880132271,4.7251443045,0.3941028863
promotion_peak,0,12,27.6084840741,10.1173936676,8.0939149341,3.4528352088,5.9443402637,0.2651352425,0.8448762979,3.4528352088,4.0469574670,0.3372464556
promotion_peak,5,24,27.6892934195,6.7722590250,9.5524901710,11.2545049075,0.1100393159,0.0109089007,0.9971284103,11.2545049075,4.7762450855,0.2257419675
promotion_peak,3,12,27.7313589754,12.7391836645,9.2194749531,4.3306001701,1.4421001877,0.1043466386,0.9623669053,4.3306001701,4.6097374765,0.4246394555
promotion_peak,5,16,27.8803096221,10.9226640021,9.5369951094,7.2486309483,0.1720195622,0.0169329655,0.9955109718,7.2486309483,4.7684975547,0.3640888001
promotion_peak,1,11,27.8816045335,11.8230865894,8.5070398821,3.2596375906,4.2918404714,0.2296717224,0.8879999877,3.2596375906,4.2535199411,0.3941028863
promotion_peak,2,11,27.9754841952,12.7391836645,8.8640106045,3.5083323444,2.8639575818,0.1777321743,0.9252620673,3.5083323444,4.4320053023,0.4246394555
promotion_peak,4,13,28.0009325053,12.7391836645,9.4281682302,5.2262535315,0.6073270790,0.0509755014,0.9841511723,5.2262535315,4.7140841151,0.4246394555
promotion_peak,6,20,28.1631447069,8.8491918818,9.5726032716,9.7117626399,0.0295869136,0.0036983642,0.9992278989,9.7117626399,4.7863016358,0.2949730627
promotion_peak,6,21,28.1733564542,8.3452866210,9.5731667623,10.2275701202,0.0273329507,0.0034166188,0.9992867184,10.2275701202,4.7865833812,0.2781762207
promotion_peak,0,11,28.2249548998,10.9226640021,8.0099536015,3.0121517023,6.2801855939,0.2852920608,0.8361120670,3.0121517023,4.0049768008,0.3640888001
promotion_peak,6,22,28.2317604960,7.8931878826,9.5734991030,10.7390699224,0.0260035879,0.0032504485,0.9993214095,10.7390699224,4.7867495515,0.2631062628
promotion_peak,6,19,28.2395967795,9.4304811097,9.5718526935,9.2046737504,0.0325892259,0.0040736532,0.9991495505,9.2046737504,4.7859263468,0.3143493703
promotion_peak,5,15,28.2753517954,11.8230865894,9.5373978073,6.7444586280,0.1704087707,0.0169863909,0.9955530070,6.7444586280,4.7686989037,0.3941028863
promotion_peak,6,23,28.3233483696,7.4819478238,9.5737479244,11.2426443190,0.0250083022,0.0031260378,0.9993473825,11.2426443190,4.7868739622,0.2493982608
promotion_peak,6,18,28.4381507254,10.1173936676,9.5711530337,8.7142161590,0.0353878651,0.0044234831,0.9990765171,8.7142161590,4.7855765169,0.3372464556
promotion_peak,6,24,28.4506320770,7.1094873359,9.5740262536,11.7432235020,0.0238949854,0.0029868732,0.9993764357,11.7432235020,4.7870131268,0.2369829112
promotion_peak,3,11,28.5930979351,13.9302992033,9.1598460596,3.8223369106,1.6806157617,0.1214200443,0.9561425949,3.8223369106,4.5799230298,0.4643433068
promotion_peak,5,14,28.6441039952,12.7391836645,9.5301192331,6.1752780301,0.1995230676,0.0198100606,0.9947932394,6.1752780301,4.7650596166,0.4246394555
promotion_peak,4,12,28.7431576249,13.9302992033,9.4026861482,4.7009168662,0.7092554071,0.0598729796,0.9814912472,4.7009168662,4.7013430741,0.4643433068
promotion_peak,6,17,28.7617788637,10.9226640021,9.5708610404,8.2316979828,0.0365558383,0.0045694798,0.9990460376,8.2316979828,4.7854305202,0.3640888001
promotion_peak,1,10,28.8117218088,12.7391836645,8.3393712864,2.7706520035,4.9625148545,0.2623196591,0.8704980466,2.7706520035,4.1696856432,0.4246394555
promotion_peak,2,10,29.0119731116,13.9302992033,8.7544531520,3.0250333644,3.3021873920,0.2026964538,0.9138260075,3.0250333644,4.3772265760,0.4643433068
promotion_peak,0,10,29.0690420791,11.8230865894,7.8820577263,2.5721286685,6.7917690950,0.3124910779,0.8227617668,2.5721286685,3.9410288631,0.3941028863
promotion_peak,7,21,29.1372561575,8.8491918818,9.5800000000,10.7080642757,0.0000000000,0.0000000000,1.0000000000,10.7080642757,4.7900000000,0.2949730627
promotion_peak,7,22,29.1494401224,8.3452866210,9.5800000000,11.2241535014,0.0000000000,0.0000000000,1.0000000000,11.2241535014,4.7900000000,0.2781762207
promotion_peak,6,16,29.1564470588,11.8230865894,9.5713705892,7.7274722370,0.0345176432,0.0043147054,0.9990992264,7.7274722370,4.7856852946,0.3941028863
promotion_peak,7,23,29.2090073565,7.8931878826,9.5800000000,11.7358194739,0.0000000000,0.0000000000,1.0000000000,11.7358194739,4.7900000000,0.2631062628
promotion_peak,7,20,29.2110812068,9.4304811097,9.5800000000,10.2006000972,0.0000000000,0.0000000000,1.0000000000,10.2006000972,4.7900000000,0.3143493703
promotion_peak,7,24,29.3014661051,7.4819478238,9.5800000000,12.2395182813,0.0000000000,0.0000000000,1.0000000000,12.2395182813,4.7900000000,0.2493982608
promotion_peak,5,13,29.3240467675,13.9302992033,9.5224321075,5.6410438866,0.2302715701,0.0230166670,0.9939908254,5.6410438866,4.7612160537,0.4643433068
promotion_peak,7,19,29.4071863434,10.1173936676,9.5800000000,9.7097926758,0.0000000000,0.0000000000,1.0000000000,9.7097926758,4.7900000000,0.3372464556
promotion_peak,6,15,29.5054335711,12.7391836645,9.5697393543,7.1554679695,0.0410425828,0.0051303229,0.9989289514,7.1554679695,4.7848696771,0.4246394555
promotion_peak,7,18,29.7297925051,10.9226640021,9.5800000000,9.2271285030,0.0000000000,0.0000000000,1.0000000000,9.2271285030,4.7900000000,0.3640888001
promotion_peak,3,10,29.8246447317,15.4116913328,9.0792733725,3.3307735165,2.0029065098,0.1413041666,0.9477320848,3.3307735165,4.5396366863,0.5137230444
promotion_peak,4,11,29.8355155657,15.4116913328,9.3618817057,4.1894693499,0.8724731773,0.0726531997,0.9772319108,4.1894693499,4.6809408528,0.5137230444
promotion_peak,1,9,30.0468868319,13.9302992033,8.1730492319,2.3157353244,5.6278030723,0.2907019600,0.8531366630,2.3157353244,4.0865246160,0.4643433068
promotion_peak,7,17,30.1262441210,11.8230865894,9.5800000000,8.7231575316,0.0000000000,0.0000000000,1.0000000000,8.7231575316,4.7900000000,0.3941028863
promotion_peak,8,22,30.1372561575,8.8491918818,9.5800000000,11.7080642757,0.0000000000,0.0000000000,1.0000000000,11.7080642757,4.7900000000,0.2949730627
promotion_peak,8,23,30.1494401224,8.3452866210,9.5800000000,12.2241535014,0.0000000000,0.0000000000,1.0000000000,12.2241535014,4.7900000000,0.2781762207
promotion_peak,6,14,30.1629300985,13.9302992033,9.5684654415,6.6180272196,0.0461382341,0.0057672793,0.9987959751,6.6180272196,4.7842327207,0.4643433068
promotion_peak,8,24,30.2090073565,7.8931878826,9.5800000000,12.7358194739,0.0000000000,0.0000000000,1.0000000000,12.7358194739,4.7900000000,0.2631062628
promotion_peak,8,21,30.2110812068,9.4304811097,9.5800000000,11.2006000972,0.0000000000,0.0000000000,1.0000000000,11.2006000972,4.7900000000,0.3143493703
promotion_peak,0,9,30.2472356158,12.7391836645,7.6435101987,2.1185825473,7.7459592053,0.3479305439,0.7978611898,2.1185825473,3.8217550993,0.4246394555
promotion_peak,5,12,30.3269431679,15.4116913328,9.5071881050,5.1168161503,0.2912475798,0.0290199535,0.9923995934,5.1168161503,4.7535940525,0.5137230444
promotion_peak,2,9,30.4059956710,15.4116913328,8.6274588184,2.5566807936,3.8101647262,0.2259072770,0.9005698140,2.5566807936,4.3137294092,0.5137230444
promotion_peak,8,20,30.4071863434,10.1173936676,9.5800000000,10.7097926758,0.0000000000,0.0000000000,1.0000000000,10.7097926758,4.7900000000,0.3372464556
promotion_peak,7,16,30.4695213111,12.7391836645,9.5800000000,8.1503376467,0.0000000000,0.0000000000,1.0000000000,8.1503376467,4.7900000000,0.4246394555
promotion_peak,8,19,30.7297925051,10.9226640021,9.5800000000,10.2271285030,0.0000000000,0.0000000000,1.0000000000,10.2271285030,4.7900000000,0.3640888001
promotion_peak,7,15,31.1225591437,13.9302992033,9.5800000000,7.6122599404,0.0000000000,0.0000000000,1.0000000000,7.6122599404,4.7900000000,0.4643433068
promotion_peak,6,13,31.1238034931,15.4116913328,9.5652280121,6.0877961967,0.0590879515,0.0073859939,0.9984580388,6.0877961967,4.7826140061,0.5137230444
promotion_peak,8,18,31.1262441210,11.8230865894,9.5800000000,9.7231575316,0.0000000000,0.0000000000,1.0000000000,9.7231575316,4.7900000000,0.3941028863
promotion_peak,8,17,31.4695213111,12.7391836645,9.5800000000,9.1503376467,0.0000000000,0.0000000000,1.0000000000,9.1503376467,4.7900000000,0.4246394555
promotion_peak,1,8,31.5705691925,15.4116913328,8.0090092409,1.8659055823,6.2839630365,0.3092247888,0.8360134907,1.8659055823,4.0045046204,0.5137230444
promotion_peak,4,10,31.6376123196,17.5751962098,9.3346643435,3.7464091404,0.9813426259,0.0797197139,0.9743908501,3.7464091404,4.6673321718,0.5858398737
promotion_peak,0,8,31.6493339642,13.9302992033,7.4294929084,1.6875134861,8.6020283663,0.3717781617,0.7755211804,1.6875134861,3.7147464542,0.4643433068
promotion_peak,3,9,31.6744755725,17.5751962098,9.0384176999,2.8945324623,2.1663292005,0.1481233218,0.9434674008,2.8945324623,4.5192088499,0.5858398737
promotion_peak,7,14,32.0721015356,15.4116913328,9.5800000000,7.0804102028,0.0000000000,0.0000000000,1.0000000000,7.0804102028,4.7900000000,0.5137230444
promotion_peak,5,11,32.0795743222,17.5751962098,9.4941037714,4.6666894265,0.3435849145,0.0337190462,0.9910337966,4.6666894265,4.7470518857,0.5858398737
promotion_peak,8,16,32.1225591437,13.9302992033,9.5800000000,8.6122599404,0.0000000000,0.0000000000,1.0000000000,8.6122599404,4.7900000000,0.4643433068
promotion_peak,2,8,32.2585147994,17.5751962098,8.5858350636,2.1208237804,3.9766597456,0.2262913181,0.8962249544,2.1208237804,4.2929175318,0.5858398737
promotion_peak,6,12,32.8435409985,17.5751962098,9.5615418639,5.6329703803,0.0738325446,0.0092290681,0.9980732635,5.6329703803,4.7807709319,0.5858398737
promotion_peak,8,15,33.0721015356,15.4116913328,9.5800000000,8.0804102028,0.0000000000,0.0000000000,1.0000000000,8.0804102028,4.7900000000,0.5137230444
promotion_peak,0,7,33.4296723587,15.4116913328,7.1921226220,1.2743488918,9.5515095121,0.4084433095,0.7507434887,1.2743488918,3.5960613110,0.5137230444
promotion_peak,1,7,33.5756223501,17.5751962098,7.9238043348,1.4518391448,6.6247826607,0.3310153644,0.8271194504,1.4518391448,3.9619021674,0.5858398737
promotion_peak,7,13,33.7789375220,17.5751962098,9.5800000000,6.6237413122,0.0000000000,0.0000000000,1.0000000000,6.6237413122,4.7900000000,0.5858398737
promotion_peak,3,8,34.2378135930,20.7699904765,9.1104180728,2.4790773350,1.8783277087,0.1256389384,0.9509830974,2.4790773350,4.5552090364,0.6923330159
promotion_peak,4,9,34.3583410239,20.7699904765,9.3616959497,3.3534383965,0.8732162012,0.0696173912,0.9772125208,3.3534383965,4.6808479749,0.6923330159
promotion_peak,8,14,34.7789375220,17.5751962098,9.5800000000,7.6237413122,0.0000000000,0.0000000000,1.0000000000,7.6237413122,4.7900000000,0.5858398737
promotion_peak,2,7,34.8309165971,20.7699904765,8.6552457859,1.7066634784,3.6990168563,0.2275861435,0.9034703326,1.7066634784,4.3276228930,0.6923330159
promotion_peak,5,10,34.8710192858,20.7699904765,9.5009307320,4.2838210054,0.3162770720,0.0305885464,0.9917464230,4.2838210054,4.7504653660,0.6923330159
promotion_peak,6,11,35.6568994607,20.7699904765,9.5621078249,5.2532324589,0.0715687004,0.0089460876,0.9981323408,5.2532324589,4.7810539124,0.6923330159
promotion_peak,0,6,35.7036628283,17.5751962098,7.0300784839,0.8987020702,10.1996860643,0.4468629254,0.7338286518,0.8987020702,3.5150392420,0.5858398737
promotion_peak,1,6,36.3060157624,20.7699904765,7.9480745958,1.0602490734,6.5277016166,0.3535855950,0.8296528806,1.0602490734,3.9740372979,0.6923330159
promotion_peak,7,12,36.5942768479,20.7699904765,9.5800000000,6.2442863714,0.0000000000,0.0000000000,1.0000000000,6.2442863714,4.7900000000,0.6923330159
promotion_peak,3,7,37.1896494077,24.4094794859,9.1730883227,1.9794348900,1.6276467091,0.1307876321,0.9575248771,1.9794348900,4.5865441614,0.8136493162
promotion_peak,4,8,37.2741359832,24.4094794859,9.4346635869,2.8486472579,0.5813456525,0.0460220464,0.9848291844,2.8486472579,4.7173317934,0.8136493162
promotion_peak,8,13,37.5942768479,20.7699904765,9.5800000000,7.2442863714,0.0000000000,0.0000000000,1.0000000000,7.2442863714,4.7900000000,0.6923330159
promotion_peak,5,9,37.9519816585,24.4094794859,9.5267076796,3.8026252115,0.2131692814,0.0204864383,0.9944371273,3.8026252115,4.7633538398,0.8136493162
promotion_peak,2,6,37.9945179070,24.4094794859,8.6574116087,1.2372732470,3.6903535654,0.2578383570,0.9036964101,1.2372732470,4.3287058043,0.8136493162
promotion_peak,6,10,38.8085765906,24.4094794859,9.5676805562,4.7821387733,0.0492777752,0.0061597219,0.9987140455,4.7821387733,4.7838402781,0.8136493162
promotion_peak,0,5,38.8926212920,20.7699904765,6.9233301588,0.5726212920,10.6266793647,0.5123722185,0.7226858203,0.5726212920,3.4616650794,0.6923330159
promotion_peak,4,7,39.5097897393,27.2021026072,9.3919596299,2.1635660219,0.7521614802,0.0793944491,0.9803715689,2.1635660219,4.6959798150,0.9067367536
promotion_peak,7,11,39.7654585373,24.4094794859,9.5800000000,5.7759790514,0.0000000000,0.0000000000,1.0000000000,5.7759790514,4.7900000000,0.8136493162
promotion_peak,3,6,39.8964844407,27.2021026072,8.9957611438,1.3616652649,2.3369554247,0.1980992431,0.9390147332,1.3616652649,4.4978805719,0.9067367536
promotion_peak,5,8,39.9540285955,27.2021026072,9.5507485282,3.0841715728,0.1170058873,0.0112447435,0.9969466105,3.0841715728,4.7753742641,0.9067367536
promotion_peak,1,5,40.0320642181,24.4094794859,7.7895412340,0.6712084343,7.1618350638,0.4339351873,0.8131045129,0.6712084343,3.8947706170,0.8136493162
promotion_peak,8,12,40.7654585373,24.4094794859,9.5800000000,6.7759790514,0.0000000000,0.0000000000,1.0000000000,6.7759790514,4.7900000000,0.8136493162
promotion_peak,6,9,40.8753153911,27.2021026072,9.5732380151,4.0729268293,0.0270479394,0.0033809924,0.9992941561,4.0729268293,4.7866190076,0.9067367536
promotion_peak,5,7,41.0420588235,28.8264705882,9.4500000000,2.2455882353,0.5200000000,0.0632352941,0.9864300626,2.2455882353,4.7250000000,0.9608823529
promotion_peak,4,6,41.2691176471,28.8264705882,9.0994117647,1.4208823529,1.9223529412,0.1752941176,0.9498342134,1.4208823529,4.5497058824,0.9608823529
